gen	best_of_gen	nevals	avg    	std    	min  	max  
3  	16722      	37    	24456.3	3355.59	16722	31474
4  	16722      	39    	22364.7	3026.74	16722	28036
5  	16600      	39    	21404.5	2787.8 	16600	27940
6  	16600      	43    	21215.8	3110.4 	16600	30065
7  	16600      	39    	20919.7	2886.89	16600	27190
8  	16600      	43    	20484.3	2964.85	16600	27128
9  	16600      	33    	19813.1	2979.74	16600	26335
10 	16515      	32    	19684.5	2951.7 	16515	26569
11 	16515      	35    	18677.6	2645.27	16515	26943
12 	16515      	34    	19190.4	2913.29	16515	25889
13 	16515      	37    	18730.6	2649.32	16515	25032
14 	16515      	37    	19875.5	3584.12	16515	27167
15 	16515      	31    	18706.7	3128.43	15248	27674
16 	16481      	38    	18944.6	2816.9 	15248	24621
17 	16481      	36    	19484.4	3629.01	15248	28410
18 	15248      	40    	18611.3	2790.32	15248	25330
19 	15248      	32    	18550.7	3065.81	15248	26666
20 	15248      	33    	18517.9	3199.48	15248	28858
21 	15248      	37    	19249.1	3075.26	15248	26149
22 	15248      	41    	18300.8	3226.7 	15248	24896
23 	15248      	36    	17200.1	2503.31	15248	25187
24 	14994      	34    	17286.3	2748.64	14994	24101
25 	14994      	34    	17140.3	2922.54	14994	23776
26 	14994      	35    	17741.5	2902.62	14994	24871
27 	14994      	40    	17772.4	3164.15	14994	25035
28 	14994      	39    	18867.8	3629.15	14994	26289
29 	14994      	42    	18869.3	3675.99	14994	25538
30 	14994      	38    	18208.6	3246.54	14994	25767
31 	14885      	34    	17601.3	3033.07	14885	25792
32 	14885      	32    	17438.6	3174.02	14885	30613
33 	14885      	36    	17544.9	2945.61	14885	23513
34 	14885      	41    	18553.6	3519.58	14885	30671
35 	14885      	33    	18418.4	2844.33	14885	24127
36 	14885      	36    	18013.3	3305.57	14885	25876
37 	14885      	42    	17955.5	3431.48	14885	25623
38 	14885      	38    	17973.6	3471.55	14885	27488
39 	14885      	43    	18100.7	3151.61	14885	24874
40 	14885      	39    	18235.9	3479.15	14885	27009
41 	14885      	42    	18536.7	3556.6 	14885	28141
42 	14885      	31    	18330  	3369.29	14885	25444
43 	14885      	39    	18742.4	3871.43	14885	29149
44 	14885      	35    	18610.6	3255.11	14885	27639
45 	14885      	39    	18047.8	3539.74	14885	25464
46 	14885      	35    	17701  	3389.39	14885	26105
47 	14885      	42    	17496.8	3145.34	14885	24538
48 	14885      	43    	17105.3	2773.95	14885	24716
49 	14885      	38    	17351.2	3107.57	14885	25137
50 	14885      	38    	18849.8	3715.62	14885	26190
run 3: 14885.00 87 1228
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	24856      	50    	33434.7	3518.04	24856	40547
1  	24181      	44    	29500.6	3579.94	24181	36750
2  	18348      	37    	27241.5	3342.26	18348	35003
3  	18348      	34    	24853.3	3655.19	18348	35699
4  	16993      	42    	23441.6	3290.72	16993	30295
5  	16993      	42    	21618.9	3018.15	16993	30132
6  	16993      	30    	20227.6	2709.13	16993	28352
7  	16993      	32    	20138  	2960.83	16600	30254
8  	16690      	31    	19192.5	2549.83	16600	26637
9  	16690      	39    	20015.4	2985.6 	16600	27817
10 	16690      	40    	20011.3	2656.34	16600	25458
11 	16690      	39    	19475.2	2749.79	16600	25221
12 	16600      	42    	19218.1	2884.77	16600	29828
13 	16600      	40    	18598  	2534.2 	16600	25024
14 	16600      	33    	18432.6	2452.79	16600	25151
15 	16600      	34    	18873.5	2477.34	16600	24445
16 	16600      	38    	18856.4	2813.94	16600	26379
17 	16600      	41    	18258.2	2470.59	16600	25555
18 	16600      	39    	18912.2	2800.66	16600	26046
19 	16600      	33    	18446  	2690.14	16600	28334
20 	16600      	35    	18929.8	2752.47	16600	24380
21 	16600      	38    	19147.1	2956.82	16600	26112
22 	16600      	36    	19224.2	2726.07	16600	25595
23 	16600      	36    	18762.3	2661.45	16600	28150
24 	16600      	40    	18629.3	2549.37	16600	25606
25 	16600      	42    	18819.4	2527.59	16600	24902
26 	16600      	39    	19669.7	2862.86	16600	27760
27 	16600      	34    	18604.8	2343.31	16600	26209
28 	16600      	32    	18846.9	2513.31	16600	25747
29 	16600      	36    	19158.3	3147.35	16600	27061
30 	16600      	33    	19337.9	3278.55	16600	27508
31 	16600      	35    	18908.1	2567.05	16600	25098
32 	16600      	35    	18719.3	2195.14	16600	23524
33 	16600      	38    	18576.6	2640.88	16600	25976
34 	16600      	42    	18495.9	2201.99	16600	24632
35 	16600      	36    	19590.8	2791.5 	16600	25774
36 	16600      	33    	19576.5	2625.2 	16600	25775
37 	16600      	32    	18673.3	2286.08	16600	28431
38 	16600      	36    	19085.7	2325.01	16600	24677
39 	16600      	39    	19347.4	2761.88	16600	27161
40 	16600      	44    	20125.4	2764.32	16600	25192
41 	16600      	38    	19544  	2732.12	16600	27438
42 	16600      	37    	19141.5	2585.25	16600	24124
43 	16600      	33    	19225.4	2627.04	16600	25861
44 	16600      	35    	19068.3	2093.09	16600	23740
45 	16600      	38    	19546.7	3040.46	16600	26519
46 	16600      	39    	19171.8	3140.82	16600	27369
47 	16600      	41    	19688.8	2573.59	16600	24759
48 	16600      	40    	20180.7	3043.74	16600	27473
49 	16600      	40    	19970.1	3123.8 	16600	28414
50 	16600      	35    	19805.4	2848.71	16600	25474
run 4: 16600.00 126 1250
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	27690      	50    	32904.7	3321.75	27690	43493
1  	19883      	33    	29520.4	3221.58	19883	34193
2  	16956      	43    	26347.2	3381.58	16956	32442
3  	16956      	41    	23726.2	3556.97	16956	33181
4  	16956      	38    	21895.9	2884.92	16956	27487
5  	16956      	38    	20853.1	2867.2 	16956	27381
6  	15491      	31    	19619.7	2393.04	15491	26081
7  	15491      	41    	19203.5	2134.26	15491	25286
8  	15491      	40    	20075.6	2734.62	15491	26406
9  	15491      	37    	18987  	2682.4 	15491	27125
10 	15491      	40    	19686.6	2770.68	15491	25545
11 	15491      	42    	19667.2	3302.99	15491	26710
12 	15297      	39    	19126.9	3328.61	15297	31011
13 	15297      	40    	18796.9	2663.82	15297	25792
14 	15297      	43    	19475.4	3095.04	15297	26647
15 	15297      	37    	20029.1	3645.87	15297	28690
16 	15297      	43    	20707.9	3280.72	15297	28120
17 	15297      	39    	19325  	3218.49	15297	27892
18 	15297      	33    	18880.5	3056.31	15297	28443
19 	15297      	41    	19575.1	3012.42	15297	25106
20 	15297      	39    	19620.3	3189.87	15297	27203
21 	15297      	39    	18607  	2540.04	15297	25304
22 	15297      	33    	19171.1	3247.48	15297	27657
23 	15297      	39    	18403.6	2529.48	15297	26719
24 	15297      	38    	19209.7	2790.15	15297	25549
25 	15297      	39    	18717.4	3334.08	15297	27003
26 	15248      	39    	18495.8	2980.57	15248	24896
27 	15248      	35    	18025.1	3010.56	15248	25040
28 	15248      	33    	17495.5	2546.39	15248	22959
29 	15248      	33    	17631.4	2827.38	15248	24915
30 	15248      	33    	17413.6	2742.41	15248	23426
31 	15248      	36    	17972.2	3069.09	15248	24788
32 	15248      	32    	16949.4	2338.02	15248	21993
33 	15248      	38    	18316.5	3459.42	15248	27462
34 	15129      	34    	18001.6	3300.53	15129	24505
35 	15129      	42    	18977.4	3269.25	15129	26786
36 	15129      	36    	18470.9	3055.48	15129	28448
37 	15129      	37    	18761.3	2948.99	15129	24808
38 	15129      	39    	18798.6	2824.4 	15129	25992
39 	14723      	38    	19021.1	3706.46	14723	26418
40 	14723      	32    	18587.4	3067.13	14671	25537
41 	14671      	41    	18738.6	3488.44	14671	27265
42 	14671      	41    	18059.7	3037.49	14671	24422
43 	14671      	36    	19304.4	3610.86	14671	27263
44 	14671      	34    	19613.6	3325.42	14671	26612
45 	14671      	44    	18821.7	2911.05	14671	24865
46 	14671      	40    	19335.5	3543.2 	14671	26256
47 	14671      	34    	17724.5	3595.63	14671	31266
48 	14671      	39    	18261.6	3001.27	14671	24554
49 	14671      	32    	17991.9	3411.34	14671	25794
50 	14600      	41    	17397  	2931.93	14600	24235
run 5: 14600.00 78 1277
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	24741      	50    	32624.5	3936.83	24741	41558
1  	23025      	37    	29463.3	3225.38	23025	36323
2  	17844      	37    	27253.9	3398.43	17844	33723
3  	17844      	36    	24825.5	3707.05	17844	34859
4  	17844      	28    	22317.1	3264.42	17844	33704
5  	16626      	38    	21204.4	2621.77	16626	26034
6  	16626      	33    	20375.7	2648.52	16626	26324
7  	16626      	45    	20330.4	2579.12	16626	25957
8  	16626      	39    	19544.7	2523.58	16626	24624
9  	16462      	40    	19833.1	2769.42	16462	26236
10 	16462      	38    	19612.8	2801.74	16462	28179
11 	16206      	43    	19601.6	2565.03	16206	25715
12 	16206      	35    	19466.3	2797.19	16206	26975
13 	16206      	41    	19549  	3027.28	16206	27960
14 	16206      	36    	19386.6	2991.06	16206	25477
15 	16206      	35    	18893.4	2490.31	16206	25095
16 	16206      	42    	19487.9	3053.76	16206	26576
17 	16159      	38    	20309.5	3185.86	16159	28552
18 	16159      	39    	19258.4	3103.97	16159	26392
19 	16159      	39    	19160.4	2938.1 	16159	25151
20 	16159      	38    	18757.6	3130.78	16159	25719
21 	16159      	37    	19109.6	2799.69	16159	25352
22 	16159      	38    	19590  	3337.68	16159	25944
23 	16159      	37    	19865.2	3182.31	16159	26218
24 	16159      	35    	19111.8	2817.78	16159	28720
25 	16159      	38    	19436.5	2855.73	16159	25037
26 	16159      	40    	19207.5	3008.38	16159	25164
27 	16159      	42    	19029.7	2885.22	16159	26005
28 	16159      	40    	19711.1	3033.32	16159	28088
29 	16159      	41    	19757.9	3492.8 	16159	28359
30 	16159      	43    	19115.8	2691.01	16159	24047
31 	16159      	36    	18988.5	2782.62	16159	24853
32 	16159      	38    	19289.7	3360.55	16159	26927
33 	16159      	38    	19235.7	3082.99	16159	26676
34 	16159      	42    	19545.7	3648.63	16159	28497
35 	16159      	37    	19608.1	3015.26	16159	25902
36 	16159      	34    	18928  	2753.81	16159	25577
37 	16159      	39    	19187.5	3109.33	16159	25487
38 	16159      	36    	18566.3	3216.05	16159	29682
39 	16159      	41    	18803.9	2960.16	16159	24862
40 	16159      	38    	19223.4	2837.54	16159	25984
41 	16159      	35    	18174.2	2349.04	16159	23886
42 	16159      	39    	19229.5	2972.31	16159	24472
43 	16159      	28    	18692.3	2856.13	16159	24625
44 	16159      	38    	18840.2	3086.01	16159	28824
45 	16159      	33    	18623.9	2882.62	16159	25048
46 	16159      	41    	18771.1	2874.71	16159	24776
47 	16159      	40    	18747.1	2978.11	16159	25500
48 	16159      	41    	19275  	3052.54	16159	24733
49 	16159      	36    	19828  	3142.89	16159	28288
50 	16159      	37    	18649.5	2846.62	16159	26907
run 6: 16159.00 100 1272
gen	best_of_gen	nevals	avg  	std    	min  	max  
0  	24398      	50    	32900	3542.11	24398	41187
1  	21058      	35    	29062	3584.01	21058	38135
2  	20710      	40    	26838	3115.9 	20710	32438
3  	20380      	34    	24896.9	2799.64	20380	30415
4  	17262      	38    	23398.1	2422.51	17262	28258
5  	16667      	41    	22977  	3382.66	16667	32926
6  	16667      	38    	21275.1	2825.84	16667	26838
7  	16601      	38    	21211.1	3170.83	16601	27661
8  	16601      	32    	19570.4	2884.22	16601	26532
9  	16601      	27    	18773.1	2729.14	16601	26200
10 	16601      	38    	18499.1	2146.4 	16601	25989
11 	16601      	35    	19191  	2686.39	16601	25546
12 	16535      	40    	19220.9	3044.31	16535	27273
13 	16535      	34    	18929.9	2938.93	16535	26840
14 	16535      	35    	18922.4	2649.19	16535	25821
15 	16535      	38    	19294.7	2621.01	16535	25773
16 	16535      	39    	18923.7	2285.54	16535	25645
17 	16535      	39    	19680.1	3042.13	16535	26367
18 	16523      	35    	18921.7	2665.93	16523	25204
19 	16523      	36    	18855.7	2686.27	16523	25710
20 	16523      	36    	19229.2	3131.69	16523	28043
21 	16523      	42    	19247.7	3058.8 	16523	27344
22 	16523      	34    	18859.7	2589.17	16523	24739
23 	15999      	36    	18934.2	3044.55	15148	28875
24 	14718      	41    	19381.1	2668.99	14718	25985
25 	14718      	32    	19214.8	2838.46	14718	27099
26 	14718      	38    	19975.5	3576.55	14718	29010
27 	14718      	40    	19795.9	3431.88	14718	29427
28 	14718      	41    	19554  	3543.94	14718	28132
29 	14671      	37    	18547  	3071.77	14671	26395
30 	14671      	39    	19505  	3098.5 	14671	27726
31 	14251      	40    	19183.8	2944.47	14251	27094
32 	14251      	35    	18516.2	3172.25	14251	26923
33 	14251      	41    	18854.2	3509.82	14251	26261
34 	14251      	41    	18710.5	3641.34	14251	26493
35 	14251      	42    	18153.8	2825.07	14251	22993
36 	14251      	39    	17814.2	3450.61	14251	26932
37 	14251      	30    	16663.1	2931.99	14251	23933
38 	14251      	39    	17048.5	3074.58	14251	23513
39 	14251      	41    	17536.9	3179.33	14251	24899
40 	14251      	32    	17227  	3253.68	14251	24711
41 	14251      	32    	16901.6	2923.69	14251	22691
42 	14251      	35    	17032.6	3389.99	14251	26691
43 	14251      	35    	17089  	3173.78	14251	24981
44 	14251      	29    	16491.6	2857.69	14251	25058
45 	14251      	43    	18360.2	3504.67	14251	27751
46 	14251      	35    	18177.4	3063.89	14251	25987
47 	14251      	46    	18455.1	3512.74	14251	25266
48 	14251      	34    	17582.3	2853.74	14251	23795
49 	14251      	43    	18309.2	3227.46	14251	23775
50 	14251      	39    	18127.5	3890.03	14251	28812
run 7: 14251.00 111 1212
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	26690      	50    	33315.9	3517.09	26690	43142
1  	17721      	41    	29318.7	3224.65	17721	34121
2  	17721      	39    	26120.3	4176.14	17721	32059
3  	17721      	37    	23736.4	3945.11	17721	33444
4  	17721      	35    	21204.6	2650.49	17721	28301
5  	17698      	36    	20675.7	2592.64	17698	26657
6  	17698      	32    	19841.6	1902.76	15669	24760
7  	17698      	32    	20355.3	2490.45	15669	26545
8  	15669      	32    	19574.7	2623.48	15669	26269
9  	15669      	34    	19359.3	3362.74	15669	28382
10 	15669      	33    	18975.6	3041.31	15669	28290
11 	15669      	33    	18815.5	3359.21	15669	30476
12 	15669      	40    	18880.2	3404.35	15669	27165
13 	15669      	38    	18797.4	2990.8 	15669	26478
14 	15669      	43    	18908.8	3068.38	15669	25537
15 	15669      	43    	18709.3	2769.14	15669	25260
16 	15669      	40    	19211.4	3095.41	15669	27425
17 	15669      	38    	18988.2	2889.49	15669	25748
18 	15669      	39    	18922.5	3004.29	15669	27494
19 	15669      	40    	19201.1	3524.81	15669	26709
20 	15478      	36    	19400.2	3434.99	15478	28642
21 	15478      	36    	18905.3	3149.58	15478	27731
22 	15478      	34    	19365.3	3388.65	15478	27772
23 	15478      	39    	19491.7	3416.71	15478	27933
24 	15478      	37    	19155.4	3308.4 	15478	28074
25 	15478      	37    	18750.4	2855.44	15478	24155
26 	15478      	43    	19064.7	3643.19	15478	27625
27 	15478      	38    	18464.2	2763.3 	15478	23740
28 	15478      	37    	18727.8	3155.51	15478	26911
29 	15478      	35    	18500.8	3461.16	15478	28034
30 	15478      	40    	18445.8	3051.87	15478	25236
31 	15322      	38    	17917.9	2726.69	15322	25401
32 	15322      	33    	18600  	3240.4 	15322	27951
33 	15108      	32    	17947.6	3537.29	15108	31604
34 	15108      	38    	18106.2	3005.5 	15108	25417
35 	15108      	41    	18012.7	2842.43	15108	24222
36 	15108      	41    	18626.3	3285.46	15108	27332
37 	15108      	37    	18636.7	3630.72	15108	29879
38 	15108      	35    	18500.9	3551.16	15108	29422
39 	15108      	34    	18586.4	3488.82	15108	26515
40 	15108      	35    	18068.3	3058.08	15108	24703
41 	14671      	41    	18721.2	3265.93	14671	25941
42 	14671      	39    	19095.1	3649.15	14671	27735
43 	14671      	35    	18868.5	3618.91	14671	27247
44 	14671      	35    	19034.5	3519.35	14671	27860
45 	14671      	36    	18311.8	3370.27	14671	26462
46 	14671      	32    	17034.3	3195.13	14671	27798
47 	14671      	44    	17795.9	3285.21	14671	24436
48 	14671      	40    	18094.8	3129.67	14671	24954
49 	14302      	41    	18724.6	3473.48	14302	28345
50 	14302      	45    	18885.4	3755.73	14302	26574
run 8: 14302.00 90 1290
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	25650      	50    	32773.4	3422.33	25650	39452
1  	20313      	41    	28744.6	4165.31	20313	39222
2  	19679      	35    	25686.2	3321.3 	19679	34659
3  	17043      	35    	23500.4	3068.29	17043	30631
4  	17043      	39    	22266.7	2559.25	17043	28596
5  	17043      	42    	21967.3	2809.34	17043	27952
6  	17043      	36    	20969.3	2869.76	16206	27276
7  	16217      	38    	20108.2	2938.86	16206	28076
8  	16206      	35    	19771.7	2667.85	16206	24813
9  	16206      	37    	19642.2	3029.66	16206	27724
10 	16206      	44    	19221.1	2815.79	16206	26187
11 	16206      	34    	18625.8	2575.67	16206	24790
12 	16206      	34    	18996  	3146.2 	16206	28814
13 	16206      	42    	19050.5	3073.24	16206	26547
14 	16206      	38    	19332.8	2857.92	16206	26393
15 	16206      	36    	18854.1	2432.04	16206	25336
16 	16206      	33    	18346.8	2740.72	16206	27600
17 	16206      	30    	17897.1	2522.8 	16206	24674
18 	16206      	36    	18829.8	2872.96	16206	27433
19 	16206      	34    	18669.7	2960.59	16206	25927
20 	16206      	37    	18410.6	2813.84	16206	26745
21 	16206      	36    	18936.4	2956.46	16206	27281
22 	16206      	43    	19474.5	2855.02	16206	25419
23 	16206      	43    	19937.1	3181.56	16206	28091
24 	16206      	41    	19800.4	3143.76	16206	25647
25 	16206      	35    	19511.4	3051.71	16206	25873
26 	16206      	31    	18420  	2655.2 	16206	24333
27 	16206      	36    	18705.3	3215.6 	16206	27612
28 	16206      	40    	18828.5	3199.32	16206	25893
29 	16206      	43    	19326.1	2787.82	16206	26204
30 	16206      	40    	19583.6	3215.95	16206	28225
31 	16206      	36    	19784  	3232.71	16206	29057
32 	16206      	44    	19743.5	2855.86	16206	25460
33 	16206      	33    	19912.5	2952.63	16206	28661
34 	16206      	35    	19195.9	2919.62	16206	25941
35 	16206      	36    	19046.9	2815.72	16206	27498
36 	16206      	36    	19362.7	2680.18	16206	24743
37 	16206      	34    	18517  	2662.17	16206	25979
38 	16206      	37    	18598  	2748.12	16206	25391
39 	16206      	30    	17967.7	2399.6 	16206	24738
40 	16206      	37    	18851.5	2871.99	16206	26217
41 	16206      	37    	18284.9	2606.32	16206	26568
42 	16206      	45    	18705.5	2591.81	16206	25310
43 	16206      	39    	18554.1	2516.78	16206	25661
44 	16206      	34    	19099.2	2937.44	16206	25538
45 	16206      	41    	18868.7	3183.85	16206	28300
46 	16206      	37    	18759.8	2672.02	16206	26053
47 	16206      	42    	19436.9	2912.58	16206	26693
48 	16206      	43    	19409.7	2868.55	16206	27575
49 	16206      	42    	19287.2	2622.24	16206	26933
50 	16206      	40    	19760.8	2938.44	16206	28894
run 9: 16206.00 145 1271
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	16831      	50    	21692.1	2623.61	16831	27727
1  	11586      	37    	19012.4	2220.42	11586	23782
2  	10710      	37    	16880.7	2341.24	10710	20999
3  	10710      	38    	15260.2	2743.64	10710	20374
4  	10710      	40    	14168.9	2722.13	10710	19782
5  	10710      	40    	13056.7	2533.44	10710	22538
6  	10710      	39    	13525.1	2386.29	10710	20741
7  	10710      	34    	13276  	2874.6 	10710	21114
8  	10710      	39    	13131.7	2463.38	10710	19615
9  	10710      	27    	12655.8	2270.19	10710	19250
10 	10710      	37    	13037.3	2350.51	10710	18518
11 	10710      	37    	12682.6	2284.29	10710	17882
12 	10710      	40    	12801.6	2261.06	10710	19143
13 	10710      	38    	12945.5	2344.15	10710	17455
14 	10710      	34    	12666.1	2315.56	10710	18339
15 	10710      	32    	12668.1	2527.65	10710	19419
16 	10710      	32    	12657.9	2373.08	10710	18558
17 	10710      	43    	12744.2	2204.77	10710	19544
18 	10710      	37    	12804.6	2308.73	10710	18657
19 	10710      	31    	12553.8	2184.04	10710	16967
20 	10710      	27    	12661.4	2055.11	10710	17090
run 0: 10710.00 8 487
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	16503      	50    	21378.6	2459.31	16503	28098
1  	11417      	36    	18988  	2076.78	11417	22881
2  	11417      	36    	17458.6	2803.27	11417	24319
3  	11417      	39    	15779.7	2628.25	11417	22429
4  	10988      	37    	14658.6	2586.08	10988	20494
5  	10988      	37    	14667.8	2641.3 	10988	20420
6  	10988      	34    	13730.9	2310.78	10988	18135
7  	10988      	37    	13538.3	2563   	10988	19850
8  	10988      	37    	13983  	2859.38	10988	21454
9  	10988      	35    	13645.4	2626.61	10988	19796
10 	10988      	39    	13541.8	2574.09	10988	20209
11 	10988      	39    	13421.8	2616.29	10988	19448
12 	10988      	41    	13213.6	2517.81	10988	19509
13 	10988      	40    	13351.6	2614.56	10988	19076
14 	10988      	36    	13258.5	2240.14	10988	17476
15 	10988      	37    	13547.4	2456.35	10988	19556
16 	10988      	39    	13602.7	2496.96	10988	19965
17 	10988      	42    	13280.8	2508.72	10988	19881
18 	10988      	34    	13071.2	2232.55	10988	18425
19 	10988      	35    	13312.4	2669.43	10988	20539
20 	10988      	40    	13889.7	2682.54	10988	20257
run 1: 10988.00 21 515
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	16218      	50    	21606.9	2465.12	16218	27427
1  	11990      	39    	19495  	2892.41	11990	27573
2  	11990      	37    	17346.7	2031.38	11990	20698
3  	11168      	38    	16090.8	2642.35	11168	22627
4  	11027      	37    	14658.2	2269.62	11027	19552
5  	11027      	35    	13776.5	2328.84	11027	19496
6  	11027      	40    	13303.6	2215.08	11027	19062
7  	11027      	39    	13492.6	2381.65	11027	20097
8  	10890      	37    	13276.3	2305.01	10890	17935
9  	10890      	42    	13588.1	2446.39	10890	20104
10 	10890      	45    	13791.1	2608.61	10890	20803
11 	10890      	39    	14311.1	2854.82	10890	20624
12 	10890      	35    	13454.4	2154.15	10890	17809
13 	10890      	42    	13304.9	2246.61	10890	17093
14 	10890      	35    	13359.9	2684.4 	10890	21735
15 	10890      	37    	12760.4	2369.3 	10890	18313
16 	10890      	38    	13144.2	2389.35	10890	18165
17 	10890      	31    	12892.8	2403.62	10890	18619
18 	10890      	39    	13414.9	2458.4 	10890	20951
19 	10890      	32    	12903.4	2506.01	10890	18060
20 	10890      	40    	12958.1	2579.87	10890	20143
run 2: 10890.00 14 496
gen	best_of_gen	nevals	avg  	std    	min  	max  
0  	16274      	50    	21110	2392.86	16274	26931
1  	12025      	35    	18997.9	2538.85	12025	23701
2  	10974      	41    	17348.7	2796.38	10974	24140
3  	10974      	33    	15139.9	2353.56	10974	21122
4  	10710      	44    	14446.5	2321.9 	10710	20620
5  	10710      	38    	13961.9	2729.65	10710	21970
6  	10710      	37    	12819.6	2037.2 	10710	17801
7  	10710      	43    	12993.2	1947.51	10710	16718
8  	10710      	30    	12596.4	2060.11	10710	17702
9  	10710      	39    	13044.4	2467.06	10710	19582
10 	10710      	43    	13117.5	2419.41	10710	19576
11 	10710      	42    	13597.2	2502.74	10710	19591
12 	10710      	39    	13211.8	2259.21	10710	20121
13 	10710      	38    	12507.5	2014.12	10710	17564
14 	10710      	40    	13088.4	2506.26	10710	19989
15 	10710      	32    	12328.2	2108.62	10710	17961
16 	10710      	41    	12901.7	2391.39	10710	17847
17 	10710      	38    	13104.5	2557.05	10710	22047
18 	10710      	37    	12590.5	2462.57	10710	18792
19 	10710      	36    	13129.6	2563.35	10710	18901
20 	10710      	42    	12744.4	2158.65	10710	18487
run 3: 10710.00 10 499
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	16423      	50    	21514.3	2545.31	16423	27432
1  	14689      	37    	18889.9	2235.97	14689	24189
2  	11441      	38    	17027.7	2032.36	11441	21348
3  	10710      	39    	16195.1	2515.9 	10710	22128
4  	10710      	30    	15260.2	2516.9 	10710	20900
5  	10710      	45    	14701.8	2262.23	10710	19038
6  	10710      	37    	14041.4	2535.94	10710	21296
7  	10710      	40    	13882.4	2480.49	10710	19210
8  	10710      	38    	13180.6	2411.28	10710	19735
9  	10710      	40    	13585.6	2681.14	10710	18909
10 	10710      	36    	12883.6	2327.62	10710	21727
11 	10710      	37    	13211.6	2431.4 	10710	19476
12 	10710      	35    	12618.6	2576.29	10710	21756
13 	10710      	34    	12937.1	2483.56	10710	19770
14 	10710      	34    	13004.1	2419.42	10710	19157
15 	10710      	41    	12686.9	2157.29	10710	18994
16 	10710      	37    	13233.5	2460.75	10710	18087
17 	10710      	37    	12926.7	2064.44	10710	17485
18 	10710      	33    	12941.5	2529.6 	10710	18471
19 	10710      	38    	12423.1	2002.51	10710	19491
20 	10710      	34    	12829  	2728.27	10710	20982
run 4: 10710.00 7 484
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	16122      	50    	21135.3	2420.48	16122	26849
1  	11462      	30    	19136.1	2245.53	11462	23907
2  	11410      	38    	16975.2	2683.66	11410	21922
3  	11410      	37    	15622.9	2526.79	11410	19843
4  	11410      	44    	14627.9	2636.89	11410	22267
5  	11387      	39    	14033.2	2368.83	11387	20961
6  	11387      	31    	13919.3	2440.79	11387	20069
7  	11387      	42    	14361.5	2414.74	11387	18399
8  	11387      	28    	13082.2	2201.84	11387	17938
9  	11387      	35    	13197.4	2323.27	11387	18101
10 	11387      	38    	12860.1	2086.84	11387	18883
11 	11387      	38    	13465.3	2284.76	11387	18799
12 	11387      	39    	13249.4	2158.05	11387	18242
13 	11387      	37    	13417.2	2084.38	11387	17909
14 	11387      	37    	13247.7	1977.32	11387	18578
15 	11387      	42    	13704.6	2537.62	11387	20249
16 	11387      	36    	13809.5	2252.62	11387	18239
17 	11387      	33    	13021.5	2202.22	11387	20049
18 	11387      	44    	13546.8	1951.45	11387	17751
19 	11387      	40    	13313.6	2005.67	11387	19019
20 	11387      	37    	13340  	2593.99	11387	19443
run 5: 11387.00 4 480
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	17421      	50    	21660.2	2158.51	17421	26168
1  	13060      	31    	19518.5	2127.96	13060	23987
2  	12708      	34    	18345.2	2510.18	12708	22937
3  	12708      	36    	16804  	2532.01	12708	21877
4  	11147      	37    	15690  	2336.83	11147	20677
5  	10884      	43    	15048.9	2543.28	10884	22132
6  	10884      	33    	14703.2	2823.51	10884	24290
7  	10884      	41    	14045.4	2334.73	10884	19507
8  	10884      	38    	14210.1	2178.03	10884	20863
9  	10884      	39    	14151.5	2228.57	10884	19931
10 	10884      	37    	13275.6	2114.06	10884	18835
11 	10884      	34    	13234.1	2532.4 	10884	20746
12 	10884      	39    	13776.2	2668.48	10884	23363
13 	10884      	39    	13182  	1950.15	10884	19005
14 	10884      	36    	14039.7	2257.48	10884	19494
15 	10884      	37    	13734.2	2421.73	10884	18612
16 	10884      	32    	13197.4	2426.25	10884	19306
17 	10884      	38    	13397.9	2611.57	10884	19537
18 	10884      	40    	13295.8	2648   	10884	19074
19 	10884      	45    	13608.4	2444.1 	10884	19637
20 	10884      	37    	13408.2	2704.48	10884	20894
run 6: 10884.00 15 519
gen	best_of_gen	nevals	avg    	std    	min  	max  
0  	15644      	50    	21289.1	2284.46	15644	25865
1  	11303      	35    	18518.6	3009.52	11303	26115
2  	11303      	40    	15958.7	2834.96	11303	20796
3  	11303      	38    	14870  	2499.47	11303	22237
4  	11303      	35    	14654.9	2726.68	11303	23229
5  	11303      	29    	14086.7	2291.81	11303	19776
6  	10974      	41    	14016.6	2389.1 	10974	20171
7  	10974      	38    	14113.7	2346.28	10974	19445
8  	10974      	42    	14057.1	2621.41	10974	19229
9  	10974      	39    	13289.4	2281.01	10974	19298
10 	10974      	39    	13080.5	2242.2 	10974	17641
11 	10974      	38    	13079.2	2555.18	10974	19593
12 	10974      	46    	13461  	2495.56	10974	19783
13 	10974      	40    	12791.9	1990.22	10974	17523
